Price_log,Area_log,Expenses_per_sqm_sqrt,Subway Station_sqrt,Grocery Store_log,Gym,Bakery_log,Elevator,Balcony,Patio,Fireplace,District_Hökmossen_Floor_Lo,District_LM-Staden_Floor_Lo,District_Midsommarkransen_Floor_Mid,District_Midsommarkransen_Floor_Hi,District_Telefonplan_Floor_Lo,District_Telefonplan_Floor_Mid,District_Telefonplan_Floor_Hi
14.978661367769956,3.624340932976365,7.095693113395877,18.708286933869708,5.159055299214529,271,5.225746673713202,1,0,0,0,0,0,0,0,0,0,0
14.888805038648094,3.8501476017100584,8.519064977161895,21.354156504062622,5.834810737062605,291,5.676753802268282,0,1,0,0,0,0,0,0,0,0,0
14.978661367769956,3.828641396489095,9.024122262508175,21.79449471770337,5.8971538676367405,384,5.501258210544727,0,0,0,0,0,0,0,0,0,0,0
14.880910712426271,3.970291913552122,8.55513655180288,19.595917942265423,4.430816798843313,69,5.365976015021851,1,0,0,0,0,0,0,0,1,0,0
14.769097074582126,3.8815637979434374,8.037037759599201,13.114877048604,4.941642422609304,617,4.5217885770490405,0,0,0,0,0,0,0,0,0,0,0
14.71972870860416,3.6888794541139363,8.6103135831397,10.44030650891055,4.48863636973214,564,4.174387269895637,0,0,1,0,0,0,0,0,0,0,0
14.77102200299171,4.127134385045092,8.875482721992483,28.106938645110393,6.692083742506628,488,6.872128101338986,0,0,0,0,1,0,0,0,0,0,0
15.424948470398375,4.189654742026425,8.399056398212556,15.937377450509228,4.61512051684126,157,5.0369526024136295,1,0,0,0,0,0,0,0,1,0,0
15.464169183551656,4.290459441148391,8.360921471935361,21.330729007701542,5.996452088619021,208,5.0689042022202315,1,1,0,0,0,0,0,0,0,1,0
14.956543562516336,3.713572066704308,8.154327572605288,7.681145747868608,4.5217885770490405,538,4.890349128221754,0,0,0,0,0,0,0,0,0,0,0
14.930652148583594,3.6635616461296463,8.265758116938171,17.291616465790582,5.342334251964811,84,3.6888794541139363,0,0,0,0,0,0,0,0,0,1,0
14.717702365458928,3.58351893845611,8.146232939899958,22.891046284519195,5.8664680569332965,331,6.42648845745769,0,0,0,0,1,0,0,0,0,0,0
15.068273526459642,3.784189633918261,8.548336133331821,16.06237840420901,5.25227342804663,125,4.418840607796598,1,1,0,0,0,0,0,0,1,0,0
15.110237725558674,3.7376696182833684,7.374981415379498,19.209372712298546,5.099866427824199,249,5.099866427824199,1,0,0,0,0,0,0,0,0,0,0
14.575147479793053,3.295836866004329,9.04424682731518,19.0,4.890349128221754,58,4.836281906951478,1,1,0,0,0,0,0,0,1,0,0
14.930652148583594,3.871201010907891,8.5774869198428,17.146428199482248,5.5254529391317835,77,4.02535169073515,1,0,0,0,0,0,0,0,0,0,0
15.820363242653038,4.634728988229636,7.615773105863909,19.621416870348583,5.631211781821365,218,5.093750200806762,0,1,0,0,0,0,0,0,0,0,0
15.179047931961549,4.1666652238017265,8.037037759599201,13.114877048604,4.941642422609304,617,4.5217885770490405,1,1,0,0,0,0,0,0,0,0,0
14.880221294956703,3.5553480614894135,8.536909144063216,10.14889156509222,4.343805421853684,586,3.784189633918261,0,0,0,0,0,0,0,0,0,0,0
14.70134208235372,3.4657359027997265,8.422796451964008,20.29778313018444,4.983606621708336,2,5.1647859739235145,1,1,0,0,0,0,0,0,0,1,0
15.053884789007542,3.9512437185814275,8.520474097117795,16.06237840420901,5.442417710521793,113,4.418840607796598,1,0,0,0,0,0,0,0,1,0,0
14.7632999568978,3.8066624897703196,8.349318002753945,24.657656011875904,6.267200548541362,509,6.54534966033442,0,1,0,0,1,0,0,0,0,0,0
15.103364846270912,3.8066624897703196,7.631804796012831,21.330729007701542,5.424950017481403,86,3.912023005428146,1,1,0,0,0,0,0,0,0,0,0
14.798711995121057,3.4657359027997265,9.04424682731518,19.0,4.890349128221754,58,4.836281906951478,1,1,0,0,0,0,0,0,0,0,1
14.75160391713461,3.5409593240373143,9.769814499892966,14.491376746189438,5.075173815233827,269,5.003946305945459,0,0,0,0,0,1,0,0,0,0,0
14.954944841152638,3.713572066704308,8.089439065240796,20.346989949375804,5.093750200806762,389,5.733341276897746,0,1,0,0,0,1,0,0,0,0,0
14.77677465548116,3.4339872044851463,10.740086701958761,14.696938456699069,5.43372200355424,756,5.598421958998375,1,1,0,0,0,0,0,0,0,0,0
14.77868487573728,3.784189633918261,8.875400119021522,27.568097504180443,6.6240652277998935,430,6.802394763324311,0,0,0,0,1,0,0,0,0,0,0
15.610597817285004,4.297285406218791,8.939707341235438,17.74823934929885,5.5053315359323625,196,4.74493212836325,1,1,0,0,0,0,0,0,1,0,0
15.068273526459642,3.871201010907891,9.399689711190826,17.46424919657298,5.541263545158426,287,5.356586274672012,0,0,0,0,0,0,0,0,0,0,0
14.836161305162673,3.5409593240373143,9.769814499892966,19.078784028338912,4.844187086458591,240,5.3706380281276624,0,0,0,0,0,1,0,0,0,0,0
15.482273537017644,4.418840607796598,7.816417692406713,22.40535650240808,5.998936561946683,217,5.303304908059076,1,1,0,0,0,0,0,0,0,1,0
14.827111469642754,3.8501476017100584,8.519064977161895,21.540659228538015,5.82600010738045,297,5.655991810819852,0,0,0,0,0,0,0,0,0,0,0
15.538277155705378,4.382026634673881,8.813342158341522,18.35755975068582,5.602118820879701,175,5.003946305945459,1,1,0,0,0,0,0,0,1,0,0
15.02447090380125,3.9512437185814275,9.151502608861563,16.583123951777,5.488937726156687,335,5.529429087511423,1,0,0,0,0,0,0,0,0,0,0
14.98644350821201,3.7376696182833684,9.934308037829117,13.114877048604,5.159055299214529,750,5.3230099791384085,0,0,0,0,0,0,0,0,0,0,0
14.862829552244833,3.828641396489095,8.266821813759215,19.493588689617926,4.23410650459726,96,5.4680601411351315,1,1,0,0,0,0,0,0,0,1,0
15.768538174788452,4.5217885770490405,9.271860185763579,21.72556098240043,4.290459441148391,299,5.497168225293202,0,0,0,0,0,1,0,0,0,0,0
15.60727002719233,4.248495242049359,7.423899629863386,21.61018278497431,5.288267030694535,107,3.6109179126442243,1,1,0,0,0,0,0,0,0,0,0
14.897315728316002,3.8066624897703196,7.8846988181030975,19.183326093250876,5.575949103146316,302,5.945420608606575,1,1,0,0,0,0,0,0,0,0,0
15.424948470398375,4.394449154672439,8.307366952230552,22.627416997969522,5.932245187448011,238,5.356586274672012,1,1,0,0,0,0,0,0,1,0,0
14.808762330974558,3.6635616461296463,8.755661032782855,21.2602916254693,5.564520407322694,121,4.8283137373023015,1,1,0,0,0,0,0,0,0,0,0
15.007916725918745,3.8918202981106265,9.141045979637576,17.86057109949175,5.556828061699537,121,5.123963979403259,1,1,0,0,0,0,0,0,1,0,0
15.590462908875947,4.276666119016055,7.349414186783113,13.45362404707371,5.293304824724492,719,5.488937726156687,0,1,0,0,0,0,0,0,0,0,0
14.827111469642754,3.828641396489095,8.266821813759215,19.493588689617926,4.23410650459726,96,5.4680601411351315,1,0,0,0,0,0,0,0,1,0,0
14.73180128983843,3.5553480614894135,9.57078889120432,21.494185260204677,5.214935757608986,402,5.814130531825066,0,0,0,0,0,1,0,0,0,0,0
14.808762330974558,3.5553480614894135,9.57078889120432,16.55294535724685,5.308267697401205,311,4.07753744390572,0,0,0,0,0,1,0,0,0,0,0
15.082458161451598,3.817712325956905,8.250319119147184,15.905973720586866,4.477336814478207,161,5.135798437050262,1,1,0,0,0,0,0,0,1,0,0
14.769097074582126,3.5553480614894135,9.57078889120432,18.627936010197157,5.616771097666572,331,4.795790545596741,0,0,0,0,0,1,0,0,0,0,0
14.930652148583594,3.970291913552122,8.55513655180288,19.595917942265423,4.430816798843313,69,5.365976015021851,1,1,0,0,0,0,0,0,0,1,0
15.272962113400492,4.01096295328305,8.55513655180288,19.595917942265423,4.430816798843313,69,5.365976015021851,0,0,0,0,0,0,0,0,1,0,0
14.54739756684015,3.295836866004329,9.04424682731518,19.0,4.890349128221754,58,4.836281906951478,1,1,0,0,0,0,0,0,1,0,0
14.715671907908545,3.4657359027997265,9.04424682731518,19.0,4.890349128221754,58,4.836281906951478,1,1,0,0,0,0,0,0,1,0,0
14.827111469642754,3.5553480614894135,8.5774869198428,17.146428199482248,5.5254529391317835,77,4.02535169073515,0,0,0,0,0,0,0,0,0,0,0
14.930652148583594,3.4657359027997265,7.229280738773395,13.92838827718412,5.187385805840755,786,5.241747015059643,0,0,0,0,0,0,0,0,0,0,0
15.201804919084164,3.8918202981106265,7.099870651308101,14.832396974191326,5.030437921392435,186,4.343805421853684,1,1,0,0,0,0,0,0,1,0,0
14.827111469642754,3.828641396489095,8.55513655180288,19.595917942265423,4.430816798843313,69,5.365976015021851,1,1,0,0,0,0,0,0,1,0,0
15.46704964641701,4.2626798770413155,8.177605972203583,17.029386365926403,5.2574953720277815,165,5.14166355650266,1,0,1,0,0,0,0,0,0,0,0
14.454729396498664,3.091042453358316,10.01283760959137,19.77371993328519,5.765191102784844,363,5.111987788356544,0,1,0,0,0,1,0,0,0,0,0
14.930652148583594,4.02535169073515,8.5638359228961,26.814175355583846,6.4692503167957724,506,6.638567789166521,0,1,0,0,1,0,0,0,0,0,0
15.937772096827038,4.7535901911063645,7.518941598298307,20.73644135332772,5.62040086571715,77,4.532599493153256,1,0,0,0,0,0,0,0,0,0,0
14.806908762325234,3.828641396489095,8.266821813759215,19.493588689617926,4.23410650459726,96,5.4680601411351315,1,0,0,0,0,0,0,0,1,0,0
15.009433026436708,3.9318256327243257,8.198517321717983,16.24807680927192,5.278114659230517,344,4.430816798843313,0,0,0,0,0,1,0,0,0,0,0
14.808762330974558,3.6635616461296463,8.755661032782855,21.2602916254693,5.564520407322694,121,4.8283137373023015,1,0,0,0,0,0,0,0,0,0,0
15.60727002719233,4.276666119016055,8.502613977151052,11.532562594670797,4.890349128221754,717,5.10594547390058,1,1,0,0,0,0,0,0,0,0,0
14.817978986079481,3.6375861597263857,9.629996994042271,12.24744871391589,5.236441962829949,560,5.4680601411351315,0,0,0,0,0,0,0,0,0,0,0
15.272962113400492,4.1588830833596715,8.501275414516895,17.291616465790582,5.303304908059076,260,5.267858159063328,1,0,0,0,0,1,0,0,0,0,0
14.930652148583594,3.784189633918261,9.247565149667194,21.517434791350013,5.918893854273146,271,5.529429087511423,0,1,0,0,0,0,0,0,0,0,0
14.806908762325234,3.6635616461296463,8.5774869198428,17.146428199482248,5.5254529391317835,77,4.02535169073515,1,1,0,0,0,0,0,0,0,0,0
15.310659323996246,4.174387269895637,8.154327572605288,7.681145747868608,4.5217885770490405,538,4.890349128221754,0,0,0,0,0,0,0,0,0,0,0
14.914122846632385,3.784189633918261,7.98008885801519,17.378147196982766,5.0369526024136295,126,4.394449154672439,1,0,1,0,0,0,0,0,1,0,0
15.732433170146335,4.672828834461906,7.716955479278009,18.681541692269406,5.908082938168931,579,6.077642243349034,1,1,0,0,0,0,0,0,0,0,0
15.037814318974933,3.9318256327243257,9.109357395385404,21.494185260204677,5.407171771460119,410,5.62040086571715,0,0,0,0,0,1,0,0,0,0,0
14.862829552244833,3.5263605246161616,7.100124273974531,12.727922061357855,4.718498871295094,178,4.9344739331306915,0,0,0,0,0,0,0,0,1,0,0
14.799459938312244,3.5553480614894135,9.57078889120432,21.02379604162864,5.220355825078324,414,5.8888779583328805,0,0,0,0,0,1,0,0,0,0,0
14.729799287167756,3.4657359027997265,10.04987562112089,12.727922061357855,5.075173815233827,477,5.0238805208462765,0,1,0,0,0,0,0,0,0,0,0
14.73180128983843,3.5263605246161616,8.55513655180288,19.595917942265423,4.430816798843313,69,5.365976015021851,1,1,0,0,0,0,0,0,0,1,0
15.149194968811868,4.0163830207523885,8.72399610890033,22.135943621178654,5.793013608384144,319,5.4638318050256105,1,1,0,0,0,0,0,0,1,0,0
14.887094174244465,3.912023005428146,8.27526434623088,20.322401432901575,6.073044534100405,493,6.20050917404269,0,1,0,0,1,0,0,0,0,0,0
15.830413578506539,4.465908118654584,8.032845696431613,22.11334438749598,5.627621113690637,120,4.663439094112067,1,1,0,0,0,0,0,0,0,0,0
15.110237725558674,4.219507705176107,9.813705901921645,20.784609690826528,4.343805421853684,169,4.68213122712422,1,1,0,0,0,0,1,0,0,0,0
14.907433858481587,3.6888794541139363,8.95802816789032,12.24744871391589,5.135798437050262,442,5.247024072160486,0,1,0,0,0,0,0,0,0,0,0
15.201804919084164,3.871201010907891,6.965689724164674,12.449899597988733,4.8283137373023015,733,4.718498871295094,0,0,0,0,0,0,0,0,0,0,0
14.978661367769956,3.4657359027997265,7.229280738773395,13.92838827718412,5.187385805840755,786,5.241747015059643,0,0,0,0,0,0,0,0,0,0,0
14.994165554305921,3.9318256327243257,9.166221023035462,20.0,4.553876891600541,249,5.356586274672012,0,0,0,0,0,1,0,0,0,0,0
14.780591454007862,3.5553480614894135,8.5774869198428,17.146428199482248,5.5254529391317835,77,4.02535169073515,1,1,0,0,0,0,0,0,0,0,0
15.02447090380125,3.7612001156935624,8.623925615591533,19.131126469708992,5.3471075307174685,229,5.017279836814924,0,1,0,0,0,0,0,0,0,0,0
14.690979295318174,3.58351893845611,7.950366867845365,22.135943621178654,5.796057750765372,304,6.35088571671474,0,0,0,0,1,0,0,0,0,0,0
14.75160391713461,3.7495040759303713,8.863009713210891,22.58317958127243,6.12029741895095,461,6.42648845745769,0,0,0,0,1,0,0,0,0,0,0
15.096444403426338,3.9318256327243257,9.166221023035462,12.165525060596439,4.6443908991413725,283,5.030437921392435,0,0,0,0,0,1,0,0,0,0,0
14.852247442914296,3.828641396489095,8.422796451964008,20.29778313018444,4.983606621708336,2,5.1647859739235145,1,1,0,0,0,0,0,0,0,1,0
15.285686403064867,4.060443010546419,9.526731899746899,13.2664991614216,5.293304824724492,417,5.402677381872279,1,0,0,0,0,0,0,0,0,0,0
15.580241354804409,4.276666119016055,8.27982823224948,21.563858652847824,6.013715156042802,200,5.10594547390058,1,1,0,0,0,0,0,0,0,0,1
14.808762330974558,3.828641396489095,8.55513655180288,19.595917942265423,4.430816798843313,69,5.365976015021851,0,1,0,0,0,0,0,0,1,0,0
14.827111469642754,4.127134385045092,8.875482721992483,28.106938645110393,6.692083742506628,488,6.872128101338986,0,0,0,0,1,0,0,0,0,0,0
15.031905882288767,3.7376696182833684,8.023774198028779,21.748563170931547,5.634789603169249,106,4.634728988229636,1,0,0,0,0,0,0,0,0,0,0
14.836161305162673,3.5409593240373143,9.769814499892966,12.84523257866513,4.727387818712341,294,4.882801922586371,0,0,0,0,0,1,0,0,0,0,0
14.827111469642754,3.5553480614894135,9.342922245123919,20.97617696340303,5.375278407684165,431,5.817111159963204,0,0,0,0,0,1,0,0,0,0,0
15.225277275269306,4.135166556742356,8.548336133331821,16.06237840420901,5.25227342804663,125,4.418840607796598,1,0,1,0,0,0,0,0,1,0,0
14.880221294956703,3.5553480614894135,9.57078889120432,18.947295321496416,5.655991810819852,274,4.875197323201151,0,0,0,0,0,1,0,0,0,0,0
14.827111469642754,3.8066624897703196,8.266821813759215,19.493588689617926,4.23410650459726,96,5.4680601411351315,1,1,0,0,0,0,0,0,0,1,0
14.880221294956703,3.979681653901961,8.918111362860067,24.879710609249457,6.152732694704104,454,6.595780513961311,0,1,0,0,1,0,0,0,0,0,0
15.627889314395064,4.3694478524670215,7.248320995522913,21.118712081942874,5.332718793265369,377,5.991464547107982,1,1,0,0,0,0,0,0,0,0,0
15.330637790927133,4.04305126783455,7.374981415379498,19.209372712298546,5.099866427824199,249,5.099866427824199,1,1,0,0,0,0,0,0,0,0,0
14.85578726961942,3.828641396489095,8.422796451964008,20.29778313018444,4.983606621708336,2,5.1647859739235145,1,1,0,0,0,0,0,0,0,1,0
14.830741237693333,3.8501476017100584,8.265758116938171,17.291616465790582,5.342334251964811,84,3.6888794541139363,1,1,0,0,0,0,0,0,1,0,0
16.06943047897704,4.663439094112067,7.937848194710211,17.435595774162696,5.631211781821365,470,5.953243334287785,0,0,0,1,0,0,0,0,0,0,0
14.845129975145433,3.5553480614894135,9.57078889120432,21.97726097583591,5.0106352940962555,373,5.7745515455444085,0,0,0,0,0,1,0,0,0,0,0
14.866332182796036,3.6635616461296463,8.594104249927845,11.180339887498949,4.532599493153256,701,4.406719247264253,0,0,0,0,0,0,0,0,0,0,0
15.29711509888849,4.127134385045092,7.979487784593906,17.635192088548397,5.170483995038151,104,4.060443010546419,1,1,0,0,0,0,0,0,1,0,0
15.082458161451598,3.7376696182833684,7.693534700674079,21.0,4.852030263919617,128,3.970291913552122,0,1,0,0,0,0,0,0,0,0,0
15.03928598958639,3.9318256327243257,9.166221023035462,15.0996688705415,5.056245805348308,218,3.7612001156935624,0,0,0,0,0,1,0,0,0,0,0
14.761360092079974,3.784189633918261,9.612964730461197,27.27636339397171,6.361302477572996,568,6.71295620067707,0,1,0,0,1,0,0,0,0,0,0
15.201804919084164,4.04305126783455,9.330293991344124,20.97617696340303,5.267858159063328,376,5.58724865840025,0,0,0,0,0,1,0,0,0,0,0
14.77102200299171,3.5409593240373143,8.739382792520471,15.198684153570664,5.062595033026967,265,1.3862943611198906,0,0,0,0,0,1,0,0,0,0,0
14.862829552244833,3.5409593240373143,9.769814499892966,11.958260743101398,4.465908118654584,312,4.844187086458591,0,0,0,0,0,1,0,0,0,0,0
14.845129975145433,3.9982007016691985,8.834876675515037,26.832815729997478,6.418364935936212,542,6.658011045870748,0,1,0,0,1,0,0,0,0,0,0
14.848695041309929,3.5553480614894135,9.57078889120432,21.633307652783937,5.575949103146316,450,5.627621113690637,0,0,0,0,0,1,0,0,0,0,0
16.00156183470237,4.605170185988092,7.990619500389191,17.46424919657298,5.723585101952381,502,5.966146739123692,0,0,0,1,0,0,0,0,0,0,0
14.806908762325234,3.7612001156935624,7.8846988181030975,19.183326093250876,5.575949103146316,302,5.945420608606575,1,0,1,0,0,0,0,0,0,0,0
14.848695041309929,3.828641396489095,8.55513655180288,19.595917942265423,4.430816798843313,69,5.365976015021851,1,1,0,0,0,0,0,0,0,0,1
14.914122846632385,3.6635616461296463,8.224416431639733,8.774964387392123,4.584967478670572,516,4.844187086458591,0,0,0,0,0,0,0,0,0,0,0
14.73180128983843,3.4965075614664802,8.55513655180288,19.595917942265423,4.430816798843313,69,5.365976015021851,1,1,0,0,0,0,0,0,1,0,0
15.547166103122624,4.248495242049359,6.903415303829175,21.071307505705477,5.420534999272286,149,4.477336814478207,1,1,0,1,0,0,1,0,0,0,0
15.059665151923042,3.970291913552122,8.5774869198428,17.146428199482248,5.5254529391317835,77,4.02535169073515,0,0,0,0,0,0,0,0,0,0,0
15.009433026436708,3.784189633918261,8.242076084447303,18.734993995195193,5.313205979041787,78,3.7612001156935624,1,0,0,0,0,0,0,0,1,0,0
14.77102200299171,3.7495040759303713,9.077444574328174,24.758836806279895,6.049733455231958,409,6.591673732008658,0,1,0,0,1,0,0,0,0,0,0
14.880221294956703,3.6888794541139363,8.608742633825786,10.535653752852738,4.406719247264253,597,3.7376696182833684,0,0,0,0,0,0,0,0,0,0,0
15.414898134544874,3.8501476017100584,8.255236893645922,15.0996688705415,5.579729825986222,555,5.749392985908253,0,0,0,1,0,0,0,0,0,0,0
15.606436346443752,4.290459441148391,7.283872220223796,21.02379604162864,5.187385805840755,93,2.1972245773362196,1,1,0,1,0,0,1,0,0,0,0
14.961324448116677,3.9889840465642745,8.55513655180288,19.595917942265423,4.430816798843313,69,5.365976015021851,1,0,1,0,0,0,0,0,1,0,0
15.009433026436708,3.7727609380946383,8.548336133331821,16.06237840420901,5.25227342804663,125,4.418840607796598,1,0,0,0,0,0,0,0,0,1,0
14.978036172376036,3.9318256327243257,9.109357395385404,18.303005217723125,5.568344503761097,256,4.6913478822291435,0,0,0,0,0,1,0,0,0,0,0
15.228933586472417,4.174387269895637,8.520474097117795,16.06237840420901,5.442417710521793,113,4.418840607796598,1,1,0,0,0,0,0,0,1,0,0
14.862829552244833,3.828641396489095,8.422796451964008,20.29778313018444,4.983606621708336,2,5.1647859739235145,1,1,0,0,0,0,0,0,0,0,1
14.827111469642754,3.7495040759303713,8.863009713210891,22.58317958127243,6.12029741895095,461,6.42648845745769,0,1,0,0,1,0,0,0,0,0,0
15.505606373415828,4.248495242049359,8.608742633825786,10.535653752852738,4.406719247264253,597,3.7376696182833684,0,0,0,0,0,0,0,0,0,0,0
15.319587954740548,4.204692619390966,8.95802816789032,12.24744871391589,5.135798437050262,442,5.247024072160486,0,1,0,0,0,0,0,0,0,0,0
15.454507272639919,4.290459441148391,8.297548738542796,20.615528128088304,6.021023349349527,174,4.836281906951478,1,1,0,0,0,0,0,0,1,0,0
15.02447090380125,3.4657359027997265,9.669539802906858,7.745966692414834,4.343805421853684,535,4.653960350157523,0,0,0,0,0,0,0,0,0,0,0
15.009433026436708,3.784189633918261,8.752921590168414,12.68857754044952,5.135798437050262,446,5.176149732573829,0,1,0,0,0,0,0,0,0,0,0
14.77102200299171,3.7495040759303713,9.077444574328174,24.758836806279895,6.049733455231958,409,6.591673732008658,0,1,0,0,1,0,0,0,0,0,0
15.55158112133174,4.30406509320417,7.979487784593906,17.635192088548397,5.170483995038151,104,4.060443010546419,1,1,0,0,0,0,0,0,0,1,0
14.73180128983843,3.6888794541139363,9.205976319760984,28.6705423736629,6.593044534142437,519,6.742880635791903,0,0,0,0,1,0,0,0,0,0,0
15.137266397946593,4.04305126783455,8.267458932040876,22.02271554554524,6.040254711277414,198,5.220355825078324,1,1,0,0,0,0,0,0,0,1,0
14.75160391713461,3.5553480614894135,9.57078889120432,19.697715603592208,5.583496308781699,403,5.241747015059643,0,0,0,0,0,1,0,0,0,0,0
15.053884789007542,3.784189633918261,7.979487784593906,17.635192088548397,5.170483995038151,104,4.060443010546419,1,1,0,0,0,0,0,0,0,1,0
14.508657738524219,3.4339872044851463,10.740086701958761,14.696938456699069,5.43372200355424,756,5.598421958998375,0,0,0,0,0,0,0,0,0,0,0
15.590462908875947,4.2626798770413155,7.358046280801891,12.806248474865697,5.214935757608986,694,5.438079308923196,0,1,0,0,0,0,0,0,0,0,0
15.454507272639919,4.276666119016055,8.27982823224948,21.563858652847824,6.013715156042802,200,5.10594547390058,1,1,0,0,0,0,0,0,0,1,0
15.520258650202699,4.343805421853684,8.898416610938048,14.38749456993816,5.135798437050262,741,4.875197323201151,1,0,0,1,0,0,0,0,0,0,0
