Address,Price,Area,Rooms,Expenses_per_sqm,Age of Building,Floor,Floor_Category,District,District_Floor,Elevator,Balcony,Patio,Fireplace,Subway Station,Grocery Store,Gym,Bakery,Latitude,Longitude
Hökmossevägen 23,2575000,44.0,2.5,92.4090909090909,81.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,744,579,568,823,59.29160539999999,17.9950926
Cedergrensvägen 28,4000000,57.0,3.0,87.05438596491229,84.0,3.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,440,194,376,267,59.3018423,18.0000717
Cedergrensvägen 57,2600000,34.5,2.0,76.3768115942029,85.0,3.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,231,158,265,4,59.300284,17.9966046
Valborgsmässovägen 38,2850000,34.5,1.0,95.44927536231884,84.0,2.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,143,87,312,127,59.2993967,17.99797
Tångvägen 33,2800000,54.5,2.0,78.05504587155963,80.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,720,613,542,779,59.2919157,17.9942216
Kransbindarvägen 29,2810000,35.0,1.0,91.6,84.0,2.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,468,264,450,278,59.3023537,17.9992087
Tellusborgsvägen 45B,8900000,100.0,4.0,63.85,114.0,1.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,1,305,306,502,390,59.30298229999999,18.0071446
Fastlagsvägen 54,2695000,43.0,1.5,62.16847545219638,32.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,1,0,368,264,302,382,59.3030206,17.9925257
Responsgatan 14,2810000,46.0,2.0,73.19036141999368,5.0,6.0,Hi,Telefonplan,Telefonplan-Hi,1,1,0,0,384,84,69,214,59.29665749999999,18.0030007
Svandammsvägen 23,3000000,39.0,1.5,67.64102564102564,85.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,77,98,516,127,59.30141769999999,18.0109782
Responsgatan 14,2500000,33.0,1.0,73.19036141999368,5.0,2.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,384,84,69,214,59.29665749999999,18.0030007
Midsommarvägen 41,5650000,70.0,2.0,47.65714285714286,17.0,4.0,Mid,Midsommarkransen,Midsommarkransen-Mid,1,1,0,1,444,226,149,88,59.299547,18.0056583
Tellusborgsvägen 90,3470000,53.0,2.0,73.57328186007432,12.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,294,251,77,56,59.29883299999999,18.0020192
Radiusbacken 4,3300000,44.0,2.0,67.93181818181819,13.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,0,0,0,351,203,78,43,59.2982208,18.0031575
Hökmossevägen 7,2600000,42.5,2.0,82.4,80.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,613,424,409,729,59.2927132,17.9972207
Midsommarparken 5A,2900000,40.0,2.0,74.11044973544973,85.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,111,82,597,42,59.3009905,18.0130217
Majstångsvägen 5,4950000,47.0,2.0,68.14893617021276,114.0,2.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,1,228,265,555,314,59.3030558,18.0087941
Midsommarvägen 55,5995000,73.0,3.0,53.054794520547944,15.0,4.0,Mid,Midsommarkransen,Midsommarkransen-Mid,1,1,0,1,442,179,93,9,59.29962150000001,18.0042519
Responsgatan 14,3145000,54.0,2.0,73.19036141999368,4.0,1.0,Lo,Telefonplan,Telefonplan-Lo,1,0,1,0,384,84,69,214,59.29665749999999,18.0030007
Flygelgatan 4,3300000,43.5,2.0,73.07405064842642,12.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,0,0,0,258,191,125,83,59.29830860000001,18.0015267
Pingstvägen 37,3198000,51.0,2.0,82.98039215686275,84.0,1.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,335,262,256,109,59.3011427,17.9956571
Tellusborgsvägen 92,4110000,65.0,2.0,72.59847883965531,12.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,258,231,113,83,59.2986728,18.0014302
Responsgatan 18,2850000,46.0,2.0,70.94350007121747,5.0,6.0,Hi,Telefonplan,Telefonplan-Hi,1,1,0,0,412,146,2,175,59.29709949999999,18.0038945
Tångvägen 20,2750000,42.5,2.0,78.5529411764706,80.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,510,455,461,618,59.2936676,17.9959546
Midsommarparken 5A,5420000,70.0,3.0,74.11044973544973,88.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,111,82,597,42,59.3009905,18.0130217
Valsbergs gränd 4,4500000,67.0,3.0,80.24626865671641,80.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,150,170,442,190,59.3010302,18.0099272
Tellusgången 32,5150000,73.0,3.0,68.84931506849315,9.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,425,412,174,126,59.29881809999999,17.9896204
Svandammsvägen 21,3350000,32.0,2.0,93.5,85.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,60,77,535,105,59.301427,18.0113617
Valsbergs gränd 5,3300000,44.0,2.0,76.61363636363636,80.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,161,170,446,177,59.3006736,18.0103913
Hökmossevägen 7,2600000,42.5,2.0,82.4,80.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,613,424,409,729,59.2927132,17.9972207
Tellusborgsvägen 75,5675000,74.0,3.0,63.67222530448337,13.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,311,176,104,58,59.29810490000001,18.0024547
Hökmossevägen 36A,2500000,40.0,2.0,84.75,84.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,0,0,0,822,730,519,848,59.29120229999999,17.9925446
Snickerigatan 12,3750000,57.0,2.0,68.35087719298245,12.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,485,420,198,185,59.299263,17.9887268
Pingstvägen 19,2550000,35.0,1.5,91.6,84.0,2.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,388,266,403,189,59.3015986,17.9986031
Tellusborgsvägen 75,3450000,44.0,2.0,63.67222530448337,13.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,311,176,104,58,59.29810490000001,18.0024547
Lötmogatan 7,2000000,31.0,1.5,115.34946236559139,84.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,216,229,756,270,59.30375769999999,18.0126671
Lötmogatan 1,5900000,71.0,3.0,54.140845070422536,88.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,164,184,694,230,59.303321,18.0119658
Snickerigatan 9,5150000,72.0,3.0,68.55555555555556,9.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,465,409,200,165,59.2989238,17.9889589
Nioörtsvägen 28B,5500000,77.0,3.0,79.18181818181819,51.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,0,1,207,170,741,131,59.3013038,18.0154929
Tellusborgsvägen 47B,4300000,49.0,2.0,63.857142857142854,112.0,1.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,1,312,280,476,391,59.3027907,18.006872
Nioörtsvägen 28C,4850000,77.5,3.0,79.2836129032258,51.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,200,163,726,121,59.3011988,18.0153006
Radiusbacken 23,6100000,73.0,3.0,64.52660998267989,86.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,0,0,489,278,120,106,59.29893010000001,18.0054637
Responsgatan 36,2277000,27.0,2.0,81.79840067340068,1.0,8.0,Hi,Telefonplan,Telefonplan-Hi,1,0,0,0,361,133,58,126,59.2974559,18.0031599
Valborgsmässovägen 6,2875000,34.5,2.0,95.44927536231884,85.0,2.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,389,105,245,212,59.30087939999999,18.0014048
Metronomgatan 5,5210000,88.5,3.0,57.28813559322034,15.0,1.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,211,133,201,167,59.2976773,18.0005464
Huvudfabriksgatan 8,5900000,78.0,3.0,78.35897435897436,14.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,328,270,105,186,59.3004647,17.9932883
Responsgatan 5,6200000,62.8,3.0,41.77578790636116,17.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,349,149,82,100,59.2976858,18.0030396
Midsommarvägen 9,2800000,41.0,2.0,81.5801393728223,85.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,149,133,537,107,59.30052070000001,18.0122527
Responsgatan 5,6300000,77.0,3.0,41.77578790636116,17.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,349,149,82,100,59.2976858,18.0030396
Aprilgatan 12C,7350000,88.0,4.0,48.40909090909091,113.0,1.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,0,319,340,542,405,59.3033537,18.0072645
Tellusborgsvägen 90,2700000,30.0,1.0,73.57328186007432,12.0,6.0,Hi,Midsommarkransen,Midsommarkransen-Hi,1,0,0,0,294,251,77,56,59.29883299999999,18.0020192
Hökmossevägen 24,2520000,42.0,2.0,81.02380952380952,80.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,708,572,559,784,59.29194859999999,17.9949686
Tellusborgsvägen 44,8500000,95.0,5.0,62.07368421052632,1.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,0,0,366,354,570,429,59.30372819999999,18.0067527
Midsommarvägen 21,3100000,44.0,2.0,76.61363636363636,81.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,256,266,359,268,59.30003749999999,18.0092663
Nioörtsvägen 40,3850000,76.0,3.0,64.59397594922333,40.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,1,0,172,140,617,92,59.30056810000001,18.0136925
Vattenledningsvägen 81,3050000,43.0,2.0,73.67441860465117,78.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,355,199,244,163,59.3004523,18.0064157
Oktobergatan 4B,4000000,48.0,1.0,63.958333333333336,114.0,1.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,1,311,215,387,301,59.30197749999999,18.006574
Tångvägen 33,3050000,54.5,3.0,78.05504587155963,80.0,2.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,720,613,542,779,59.2919157,17.9942216
Svandammsvägen 21A,3055000,39.0,2.0,67.64102564102564,86.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,65,83,529,111,59.3014243,18.0112498
Klaviaturgatan 10,8625000,116.5,5.0,62.08583690987125,14.0,5.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,221,104,194,189,59.2973804,18.0005209
Midsommarparken 5B,5475000,87.0,3.0,72.87881773399015,85.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,103,77,586,44,59.3010153,18.0127852
Klensmedsvägen 9,2830000,43.0,2.0,63.2093023255814,80.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,0,0,0,426,303,337,530,59.29444909999999,17.9982519
Valsbergs gränd 8,2800000,44.0,2.0,79.72727272727273,81.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,222,230,394,231,59.300217,18.0097965
Oktavgatan 8,5250000,73.5,3.0,61.146541950113374,14.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,196,121,224,217,59.29732619999999,17.9999647
Midsommargränd 10,5600000,67.0,3.0,57.33067059070843,15.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,398,226,32,55,59.29912589999999,18.0037549
Lötmogatan 7,2500000,27.0,2.0,115.34946236559139,84.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,216,229,756,270,59.30375769999999,18.0126671
Nioörtsvägen 42,4150000,64.5,3.0,64.93023255813954,41.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,0,0,172,143,605,96,59.30050469999999,18.013511
Valborgsmässovägen 5,3700000,51.0,2.0,82.98039215686275,84.0,2.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,387,95,219,184,59.30070019999999,18.0017345
Vattenledningsvägen 23,2700000,31.0,1.0,80.80645161290323,86.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,262,283,762,327,59.3042045,18.0118511
Hökmossevägen 5,2300000,42.5,2.0,80.09411764705882,,2.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,603,415,399,717,59.2928033,17.9973515
Midsommarparken 5B,2975000,35.0,2.0,72.87881773399015,85.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,103,77,586,44,59.3010153,18.0127852
Responsgatan 18,2755000,46.0,2.0,70.94350007121747,5.0,2.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,412,146,2,175,59.29709949999999,18.0038945
Responsgatan 18,2510000,37.0,1.5,70.94350007121747,5.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,412,146,2,175,59.29709949999999,18.0038945
Tellusborgsvägen 92,2700000,30.0,1.0,72.59847883965531,12.0,6.0,Hi,Telefonplan,Telefonplan-Hi,1,1,0,0,258,231,113,83,59.2986728,18.0014302
Responsgatan 14,2650000,46.0,2.0,73.19036141999368,5.0,1.0,Lo,Telefonplan,Telefonplan-Lo,1,0,0,0,384,84,69,214,59.29665749999999,18.0030007
Midsommarparken 5A,3000000,36.0,2.0,74.11044973544973,85.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,111,82,597,42,59.3009905,18.0130217
Fastlagsvägen 59,5350000,68.0,3.0,84.07352941176471,82.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,393,252,323,366,59.3030945,17.9932451
Midsommarvägen 9,2950000,42.0,2.0,81.5801393728223,89.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,149,133,537,107,59.30052070000001,18.0122527
Tegelbruksvägen 7,5480000,60.0,2.0,72.29444444444444,78.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,133,133,717,165,59.30283069999999,18.0133449
Tegelbruksvägen 1,3500000,40.0,2.0,48.10732758620689,95.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,149,122,733,117,59.3021223,18.0145885
Kransbindarvägen 18,3850000,50.0,2.0,70.92468085106383,85.0,2.0,Lo,LM-Staden,LM-Staden-Lo,1,0,0,0,453,151,394,332,59.30241809999999,18.0023637
Tellusborgsvägen 90,2750000,35.0,1.5,73.57328186007432,12.0,5.0,Mid,Midsommarkransen,Midsommarkransen-Mid,1,1,0,0,294,251,77,56,59.29883299999999,18.0020192
Bäckvägen 46,3440000,52.0,2.0,64.67307692307692,81.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,0,0,351,326,552,316,59.30342750000001,17.9993499
Radiusbacken 49,2600000,39.0,2.0,63.846153846153854,4.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,464,289,116,130,59.2984136,18.0051369
Responsgatan 12,2800000,46.0,2.0,68.34034290044521,5.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,380,69,96,237,59.29645899999999,18.0027115
Kransbindarvägen 8,2700000,38.0,2.0,76.0,85.0,1.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,511,92,337,273,59.3019193,18.0026817
Bäckvägen 69,3400000,44.5,2.0,86.51685393258427,,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,465,361,345,236,59.30231740000001,17.9954765
Midsommarvägen 35,6000000,71.0,3.0,46.985915492957744,17.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,451,254,149,104,59.2993105,18.0058592
Vattenledningsvägen 42B,5300000,59.0,2.0,62.296662806611224,114.0,2.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,0,192,230,534,278,59.3027085,18.0090985
Responsgatan 14,2495000,34.0,1.0,73.19036141999368,4.0,1.0,Lo,Telefonplan,Telefonplan-Lo,1,0,1,0,384,84,69,214,59.29665749999999,18.0030007
Responsgatan 14,2450000,33.0,1.0,73.19036141999368,5.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,384,84,69,214,59.29665749999999,18.0030007
Vattenledningsvägen 53,1870000,24.0,1.0,83.125,80.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,183,220,487,264,59.30224689999999,18.0089013
Valborgsmässovägen 30,2695000,34.5,2.0,95.44927536231884,84.0,3.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,218,168,265,153,59.2998511,17.9990882
Kyndelsmässogränd 11,3275000,42.0,2.0,86.02380952380952,80.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,352,170,94,92,59.29964279999999,18.0025094
Fastlagsvägen 40,7650000,104.0,4.0,52.53815725413827,32.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,446,207,377,400,59.303802,17.9952748
Tellusborgsvägen 88,2975000,39.0,2.0,88.74358974358974,80.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,351,200,60,83,59.2993519,18.0027393
Cedergrensvägen 29,3330000,51.0,2.0,67.2156862745098,84.0,1.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,415,180,348,252,59.30157449999999,18.0001476
Svandammsvägen 17A,2660000,31.0,2.0,75.64108884363948,86.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,88,53,617,7,59.3013018,18.0131373
Fastlagsvägen 46,6535000,87.0,3.5,57.286206896551725,32.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,344,206,273,420,59.3035271,17.9928136
Tellusborgsvägen 94,3035000,38.0,2.0,68.32275724772926,9.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,0,0,0,299,209,84,40,59.29843750000001,18.0022255
Responsgatan 36,2250000,27.0,2.0,81.79840067340068,1.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,361,133,58,126,59.2974559,18.0031599
Adventsvägen 3,2675000,31.0,1.0,83.08353494623655,7.0,4.0,Mid,Midsommarkransen,Midsommarkransen-Mid,1,1,0,0,295,230,310,228,59.3008901,18.0071909
Bäckvägen 41,2085000,64.5,2.0,80.34108527131782,30.0,5.0,Mid,Midsommarkransen,Midsommarkransen-Mid,1,1,0,0,341,272,510,309,59.30338070000001,18.0013371
Lötmogatan 7,2450000,31.0,2.0,115.34946236559139,84.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,1,0,216,229,756,270,59.30375769999999,18.0126671
Tellusborgsvägen 81,5375000,73.0,3.0,63.67123287671233,13.0,2.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,291,121,126,115,59.29765769999999,18.0019759
Tonvalsslingan 15,2448000,32.0,2.0,81.15625,1.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,407,181,57,128,59.2975935,18.0040276
Responsgatan 18,2605000,37.0,1.5,70.94350007121747,5.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,412,146,2,175,59.29709949999999,18.0038945
Tegelbruksvägen 7,4720000,60.0,2.0,72.29444444444444,78.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,133,133,717,165,59.30283069999999,18.0133449
Trettondagsvägen 14,4900000,70.5,3.0,78.95035460992908,85.0,2.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,244,181,317,110,59.3002694,17.9984691
Bäckvägen 105,2830000,45.0,2.0,133.33333333333334,84.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,463,404,182,287,59.30137969999999,17.9917349
Bäckvägen 83,2800000,41.0,2.0,85.51746119733924,81.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,463,372,271,252,59.30203089999999,17.9937635
Vattenledningsvägen 83,2800000,41.0,2.0,73.41463414634147,78.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,361,204,236,157,59.3003483,18.0064186
Valborgsmässovägen 20A,3300000,50.0,2.0,73.64,6.0,2.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,301,197,256,198,59.3004378,17.9999929
Valsbergs gränd 7,2710000,32.0,1.0,86.03125,89.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,184,188,440,187,59.3003867,18.0105232
Responsgatan 18,2250000,33.0,1.0,70.94350007121747,4.0,1.0,Lo,Telefonplan,Telefonplan-Lo,1,0,1,0,412,146,2,175,59.29709949999999,18.0038945
Adventsvägen 3,3820000,48.0,2.0,83.08353494623655,7.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,295,230,310,228,59.3008901,18.0071909
Kyndelsmässogränd 14,4200000,54.5,2.0,88.55045871559633,,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,373,136,122,95,59.29994049999999,18.0026153
Midsommarvägen 19,4075000,53.0,3.0,78.47169811320755,,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,228,242,372,251,59.3003942,18.0092154
Tångvägen 31,2710000,57.0,2.0,75.3859649122807,80.0,3.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,693,581,553,763,59.2921102,17.9946884
Vattenledningsvägen 46H,10550000,94.0,4.0,57.170212765957444,114.0,3.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,1,270,252,407,321,59.3019626,18.0072934
Radiusbacken 39,2350000,29.0,1.5,76.66160012099215,,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,0,0,452,261,121,125,59.2981749,18.0049208
Flygelgatan 4,3300000,41.0,2.0,73.07405064842642,12.0,6.0,Hi,Telefonplan,Telefonplan-Hi,1,0,0,0,258,191,125,83,59.29830860000001,18.0015267
Bäckvägen 80,3200000,47.0,2.0,72.57446808510639,82.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,464,339,297,286,59.3023176,17.993517
Tellusborgsvägen 92,2800000,35.0,1.5,72.59847883965531,12.0,1.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,258,231,113,83,59.2986728,18.0014302
Nyårsvägen 18,5850000,76.0,3.0,63.32338056680162,77.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,436,269,366,333,59.3029738,17.9940321
Tellusborgsvägen 90,2800000,35.0,1.5,73.57328186007432,12.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,294,251,77,56,59.29883299999999,18.0020192
Majstångsvägen 3,6550000,66.0,3.0,60.121212121212125,114.0,1.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,1,211,248,551,298,59.302936,18.0089839
Bäckvägen 75,3050000,44.5,2.0,85.1685393258427,81.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,431,359,293,207,59.30193500000001,17.9949334
Responsgatan 14,2800000,46.0,2.0,73.19036141999368,5.0,5.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,384,84,69,214,59.29665749999999,18.0030007
Pingstvägen 34,3500000,46.0,2.0,100.25691699604742,84.0,3.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,391,319,363,166,59.3017246,17.9971426
Oktobergatan 6A,12100000,134.0,5.0,61.82089552238806,114.0,1.0,Lo,Gamla Midsommarkransen,Gamla Midsommarkransen-Lo,0,0,0,1,319,212,390,305,59.30204379999999,18.0064399
Oktavgatan 8,2495000,36.0,1.0,61.146541950113374,15.0,3.0,Lo,Telefonplan,Telefonplan-Lo,0,0,0,0,196,121,224,217,59.29732619999999,17.9999647
Svandammsvägen 10,3050000,37.0,2.0,73.85862785862786,88.0,4.0,Mid,Midsommarkransen,Midsommarkransen-Mid,0,0,0,0,125,93,701,82,59.30188119999999,18.0142112
Midsommargränd 2,3625000,46.0,2.0,58.32481021394065,15.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,0,1,0,458,220,91,45,59.29932840000001,18.004737
Midsommarvägen 80,3010000,42.0,2.0,80.99940476190476,80.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,461,172,139,56,59.2998704,18.0049275
Cedergrensvägen 4,2650000,28.0,1.0,79.3569811414639,4.0,1.0,Lo,Midsommarkransen,Midsommarkransen-Lo,1,1,0,0,356,249,495,330,59.3033533,18.0027914
Tellusborgsvägen 75,5000000,74.0,3.0,63.67222530448337,13.0,1.0,Lo,Telefonplan,Telefonplan-Lo,0,0,1,0,311,176,104,58,59.29810490000001,18.0024547
Tellusborgsvägen 102,6030000,82.0,3.0,58.36585365853659,14.0,2.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,248,77,172,192,59.2972035,18.0008638
Adventsvägen 3,2830000,32.0,1.0,83.08353494623655,7.0,5.0,Mid,Midsommarkransen,Midsommarkransen-Mid,1,1,0,0,295,230,310,228,59.3008901,18.0071909
Bäckvägen 67,3670000,52.0,3.0,80.92307692307692,79.0,3.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,473,361,373,243,59.30243110000001,17.9960002
Responsgatan 36,1827000,22.0,1.0,81.79840067340068,1.0,3.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,361,133,58,126,59.2974559,18.0031599
Midsommarvägen 17,3050000,44.0,2.0,80.71269296740995,81.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,1,0,0,185,199,413,210,59.3006559,18.009769
Borrvägen 20,3100000,53.5,3.0,70.95327102803738,80.0,1.0,Lo,Hökmossen,Hökmossen-Lo,0,0,0,0,551,430,410,681,59.2932707,17.9969481
Bäckvägen 73,3300000,44.5,2.0,85.1685393258427,84.0,2.0,Lo,Midsommarkransen,Midsommarkransen-Lo,0,0,0,0,432,360,308,205,59.301993,17.9952562
Valborgsmässovägen 20B,3950000,49.0,2.0,72.2716836734694,7.0,2.0,Lo,LM-Staden,LM-Staden-Lo,1,0,1,0,299,201,260,194,59.3004475,17.9999159
Tångvägen 24,2600000,42.5,2.0,80.09411764705882,80.0,2.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,559,493,472,661,59.293232,17.9958429
Cedergrensvägen 22,2670000,35.0,2.0,91.6,84.0,3.0,Lo,LM-Staden,LM-Staden-Lo,0,0,0,0,462,184,402,335,59.3022934,18.0008798
Tellusborgsvägen 92,2540000,34.0,1.5,72.59847883965531,12.0,1.0,Lo,Telefonplan,Telefonplan-Lo,1,1,0,0,258,231,113,83,59.2986728,18.0014302
Tellusborgsvägen 98,6175000,75.0,3.0,68.06776556776556,107.0,4.0,Mid,Telefonplan,Telefonplan-Mid,1,1,0,0,253,88,161,170,59.29735109999999,18.0010957
Hökmossevägen 9,2800000,53.5,3.0,76.46728971962617,80.0,2.0,Lo,Hökmossen,Hökmossen-Lo,0,1,0,0,636,446,432,756,59.2925115,17.996938
